itemId,city,priceInterval,rating,type
17731666,Barcelona,$,50,"['Middle Eastern', 'Pakistani']"
697404,Barcelona,$,35,"['Italian', 'Pizza']"
12293715,Barcelona,$$ - $$$,40,"['Italian', 'Pizza']"
8015758,Barcelona,$,50,"['Coffee & Tea', 'Cafe']"
1447311,Barcelona,$$ - $$$,35,"['Steakhouse', 'Mediterranean']"
9602772,Barcelona,$,10,"['Italian', 'Indian']"
7336437,Barcelona,$,20,[]
3791390,Barcelona,$$ - $$$,35,"['Moroccan', 'Middle Eastern']"
8462231,Barcelona,$,45,"['Pizza', 'Italian']"
24130111,Barcelona,,50,"['Italian', 'Pizza']"
997736,Barcelona,$$ - $$$,40,"['Lebanese', 'Middle Eastern']"
5796146,Barcelona,$,40,"['Mediterranean', 'Turkish']"
1762758,Barcelona,$$ - $$$,45,"['Arabic', 'Lebanese']"
12797605,Barcelona,$,45,"['Quick Bites', 'Italian']"
14137848,Barcelona,$$ - $$$,40,[]
21012305,Barcelona,,50,['Spanish']
24087202,Barcelona,,45,"['Mediterranean', 'Japanese Fusion']"
6276909,Barcelona,$$ - $$$,45,"['Spanish', 'Wine Bar']"
25045942,Barcelona,,40,[]
1079792,Barcelona,$$ - $$$,40,['Spanish']
1057957,Barcelona,$$ - $$$,40,"['Bar', 'Spanish']"
21241222,Barcelona,$$ - $$$,50,"['Lebanese', 'Mediterranean']"
15026280,Barcelona,$,45,['Italian']
1089029,Barcelona,$$ - $$$,40,"['Mediterranean', 'European']"
23787878,Barcelona,,50,[]
17840340,Barcelona,$$ - $$$,45,"['Coffee & Tea', 'Cafe']"
13986273,Barcelona,$$$$,45,"['Asian', 'Mediterranean']"
12431766,Barcelona,$,50,['Cafe']
23762725,Barcelona,$$ - $$$,45,"['Mediterranean', 'Spanish']"
12360016,Barcelona,$$ - $$$,25,['Healthy']
5536164,Barcelona,$$ - $$$,40,"['Bar', 'Brew Pub']"
23789997,Barcelona,$$$$,40,"['European', 'French']"
23793782,Barcelona,,50,['Italian']
7695579,Barcelona,,45,[]
10323532,Barcelona,,45,"['Pizza', 'Cafe']"
23526701,Barcelona,$$ - $$$,45,"['American', 'Mediterranean']"
13002573,Barcelona,$$ - $$$,45,"['Spanish', 'Healthy']"
10501371,Barcelona,$$$$,45,"['Mediterranean', 'European']"
12185177,Barcelona,$$ - $$$,40,['Asian']
15290982,Barcelona,$,50,['European']
10678894,Barcelona,$$ - $$$,45,[]
7159209,Barcelona,$$ - $$$,40,"['European', 'Wine Bar']"
13388825,Barcelona,$$ - $$$,45,"['European', 'Spanish']"
23988624,Barcelona,,50,"['Argentinean', 'South American']"
12697767,Barcelona,$,50,['Healthy']
7992707,Barcelona,$$ - $$$,25,"['Mediterranean', 'Spanish']"
12133990,Barcelona,,30,[]
15636329,Barcelona,$$ - $$$,40,"['Spanish', 'Bar']"
12073303,Barcelona,$$ - $$$,45,"['Lebanese', 'Middle Eastern']"
23757556,Barcelona,$$ - $$$,50,"['Fast Food', 'International']"
23757877,Barcelona,$$ - $$$,50,"['Fast Food', 'International']"
23757882,Barcelona,$$ - $$$,50,"['Fast Food', 'International']"
19095990,Barcelona,$$ - $$$,45,"['Healthy', 'Hawaiian']"
23525176,Barcelona,$$ - $$$,50,"['Fast Food', 'International']"
21074724,Barcelona,$$ - $$$,50,"['Mediterranean', 'Spanish']"
19804379,Barcelona,,45,"['Bar', 'Arabic']"
13074055,Barcelona,$$ - $$$,40,"['Fast Food', 'American']"
6571484,Barcelona,$$ - $$$,40,"['Cafe', 'European']"
3295882,Barcelona,$$ - $$$,40,"['Mediterranean', 'Healthy']"
20362246,Barcelona,,30,[]
1021966,Barcelona,$$ - $$$,35,"['German', 'Bar']"
4283628,Barcelona,$$ - $$$,30,"['Seafood', 'Mediterranean']"
8372009,Barcelona,$,45,"['Coffee & Tea', 'Cafe']"
8020379,Barcelona,,35,"['Pizza', 'Cafe']"
23646468,Barcelona,$$ - $$$,45,"['International', 'Mediterranean']"
23535644,Barcelona,,40,['Mediterranean']
8040137,Barcelona,$,45,"['European', 'Portuguese']"
785479,Barcelona,$$ - $$$,40,"['Mediterranean', 'European']"
8661956,Barcelona,$$ - $$$,40,"['Bar', 'Mediterranean']"
23951723,Barcelona,,50,"['Mediterranean', 'European']"
9771251,Barcelona,$$ - $$$,40,"['Healthy', 'Mediterranean']"
15662506,Barcelona,,45,[]
8017685,Barcelona,,40,[]
1089036,Barcelona,$$ - $$$,35,"['Bar', 'Mediterranean']"
15561787,Barcelona,,45,"['Mediterranean', 'Spanish']"
23759103,Barcelona,$$ - $$$,45,"['Italian', 'Spanish']"
4436498,Barcelona,$$ - $$$,35,"['Mediterranean', 'Spanish']"
20361628,Barcelona,$,30,[]
8142556,Barcelona,$,40,['Turkish']
10345125,Barcelona,$$ - $$$,25,['Spanish']
14057082,Barcelona,$$ - $$$,50,"['Seafood', 'European']"
23954264,Barcelona,,50,['Southern-Italian']
10045812,Barcelona,$$ - $$$,45,['Dessert']
17690226,Barcelona,$,30,['Cafe']
1906598,Barcelona,$$ - $$$,45,"['Coffee & Tea', 'Cafe']"
12208954,Barcelona,$$ - $$$,45,"['European', 'Spanish']"
815667,Barcelona,$$ - $$$,40,[]
12301625,Barcelona,$$ - $$$,40,['European']
5768296,Barcelona,,45,[]
2145925,Barcelona,$$ - $$$,45,"['Cafe', 'Catalan']"
10838865,Barcelona,,40,"['Coffee & Tea', 'Spanish']"
23875986,Barcelona,,20,['Mediterranean']
6713442,Barcelona,$$ - $$$,45,[]
19104343,Barcelona,$$ - $$$,45,['Turkish']
3708859,Barcelona,$$ - $$$,45,['American']
12878356,Barcelona,$$ - $$$,45,"['European', 'Mediterranean']"
25064599,Barcelona,$$ - $$$,50,"['Mexican', 'Latin']"
7173332,Barcelona,$$ - $$$,35,"['Mexican', 'Latin']"
11914428,Barcelona,$$ - $$$,50,"['Mexican', 'Latin']"
826469,Barcelona,$$ - $$$,45,"['Mexican', 'Latin']"
14926647,Barcelona,$$ - $$$,30,['Spanish']
10183565,Barcelona,$$ - $$$,30,"['Spanish', 'Deli']"
5828660,Barcelona,$$ - $$$,40,"['Spanish', 'Fast Food']"
11998446,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
22280432,Barcelona,$$ - $$$,50,"['Italian', 'Pizza']"
1153049,Barcelona,$$$$,30,"['Mediterranean', 'Spanish']"
2660534,Barcelona,$$$$,45,"['Mediterranean', 'European']"
7092875,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
23154678,Barcelona,$$ - $$$,50,"['Mediterranean', 'Spanish']"
17519526,Barcelona,$$ - $$$,50,"['International', 'Mediterranean']"
23404316,Barcelona,$$ - $$$,45,"['Dessert', 'Italian']"
7713211,Barcelona,$$ - $$$,45,"['Dessert', 'Cafe']"
15682821,Barcelona,$$ - $$$,35,"['Mexican', 'Latin']"
1156432,Barcelona,$$ - $$$,30,"['European', 'Spanish']"
8057791,Barcelona,$$ - $$$,35,"['Mediterranean', 'European']"
25154999,Barcelona,$,45,"['Bar', 'Mediterranean']"
15347985,Barcelona,,25,['Spanish']
997493,Barcelona,$$ - $$$,35,"['Mediterranean', 'Spanish']"
7023333,Barcelona,$,35,"['Coffee & Tea', 'Cafe']"
24978658,Barcelona,,40,"['Coffee & Tea', 'Bar']"
1074449,Barcelona,$$$$,40,"['Mediterranean', 'European']"
2704944,Barcelona,$,45,"['European', 'Spanish']"
4148892,Barcelona,$,45,"['Mediterranean', 'Spanish']"
8868553,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
25306647,Barcelona,,45,[]
12530255,Barcelona,$$ - $$$,45,"['Italian', 'Pizza']"
1933914,Barcelona,$$ - $$$,40,['Spanish']
9829853,Barcelona,$,45,"['Cafe', 'Spanish']"
13355983,Barcelona,$$ - $$$,45,"['Mediterranean', 'Spanish']"
8766344,Barcelona,$,45,"['Italian', 'Neapolitan']"
1869917,Barcelona,$$ - $$$,45,"['Arabic', 'Lebanese']"
7205449,Barcelona,$$ - $$$,20,[]
11916033,Barcelona,$$ - $$$,45,"['Mexican', 'Moroccan']"
2667544,Barcelona,$$ - $$$,35,"['Spanish', 'Mediterranean']"
12163500,Barcelona,$,45,"['International', 'Mediterranean']"
997297,Barcelona,$,45,"['Mediterranean', 'European']"
6714836,Barcelona,$$ - $$$,35,"['Spanish', 'Mediterranean']"
986234,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
23938912,Barcelona,,10,[]
4747444,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
1319253,Barcelona,$$ - $$$,35,"['Spanish', 'Seafood']"
15272933,Barcelona,$$ - $$$,40,['Spanish']
21056735,Barcelona,,50,"['Venezuelan', 'South American']"
6656952,Barcelona,$,45,"['Quick Bites', 'Caribbean']"
5859949,Barcelona,$,45,"['Steakhouse', 'Latin']"
17759773,Barcelona,$$ - $$$,50,"['Steakhouse', 'Latin']"
12964868,Barcelona,,50,[]
7651506,Barcelona,$$ - $$$,40,"['Mediterranean', 'European']"
12941421,Barcelona,$$ - $$$,40,"['Bar', 'Cafe']"
21037313,Barcelona,$$ - $$$,45,"['Japanese', 'Japanese Fusion']"
4701729,Barcelona,$,35,"['Dessert', 'Spanish']"
25252366,Barcelona,$$ - $$$,50,"['American', 'Spanish']"
8607045,Barcelona,$,35,"['Italian', 'European']"
23876586,Barcelona,,35,[]
7991325,Barcelona,,50,[]
5868273,Barcelona,,40,"['Coffee & Tea', 'Mediterranean']"
16866525,Barcelona,$,35,"['Cafe', 'Fast Food']"
14986623,Barcelona,$$ - $$$,45,['Asian']
7700157,Barcelona,$,30,"['Spanish', 'Fast Food']"
7939618,Barcelona,,40,[]
11666692,Barcelona,,35,['Cafe']
18154365,Barcelona,,50,"['Cafe', 'Catalan']"
23787905,Barcelona,$$ - $$$,50,['Mediterranean']
13074120,Barcelona,$$ - $$$,40,"['Cafe', 'Spanish']"
12077384,Barcelona,$$ - $$$,40,"['Seafood', 'Mediterranean']"
12082602,Barcelona,$$ - $$$,45,"['Italian', 'Mediterranean']"
1192636,Barcelona,$$ - $$$,40,"['Seafood', 'Mediterranean']"
1081809,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
17311025,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
19961272,Barcelona,$$ - $$$,50,"['Mediterranean', 'European']"
5867825,Barcelona,,10,[]
2386996,Barcelona,$,45,"['Cafe', 'Dining bars']"
6871575,Barcelona,$$ - $$$,45,"['Mediterranean', 'Spanish']"
10070182,Barcelona,$$ - $$$,45,['Mediterranean']
10148012,Barcelona,$$ - $$$,40,"['Brew Pub', 'Gastropub']"
8847397,Barcelona,$$ - $$$,40,"['Seafood', 'Mediterranean']"
10736033,Barcelona,$$ - $$$,45,"['Dessert', 'Spanish']"
7146909,Barcelona,,15,[]
4886286,Barcelona,$$ - $$$,45,"['Mediterranean', 'Spanish']"
25213765,Barcelona,,45,"['Chinese', 'Japanese']"
13085414,Barcelona,$$ - $$$,45,"['Japanese', 'Sushi']"
23787883,Barcelona,,50,[]
2212295,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
969312,Barcelona,$$$$,40,"['European', 'Spanish']"
3499314,Barcelona,$$ - $$$,40,"['Steakhouse', 'Mediterranean']"
23509034,Barcelona,,40,['Spanish']
7953197,Barcelona,$,35,['Spanish']
3177775,Barcelona,$$ - $$$,35,"['Mediterranean', 'Spanish']"
3334204,Barcelona,$$ - $$$,35,"['Spanish', 'Catalan']"
17550046,Barcelona,,50,"['International', 'Mediterranean']"
2364549,Barcelona,$$ - $$$,45,"['Steakhouse', 'Barbecue']"
21276223,Barcelona,$$$$,45,"['Japanese', 'Sushi']"
21277837,Barcelona,$$ - $$$,50,['Japanese']
1675109,Barcelona,$$ - $$$,45,['European']
4721272,Barcelona,$,40,"['Quick Bites', 'Japanese']"
8532771,Barcelona,$,45,"['Japanese', 'Sushi']"
1202524,Barcelona,$,40,"['Indian', 'Asian']"
17478239,Barcelona,$$ - $$$,45,"['Asian', 'Japanese']"
23853376,Barcelona,,45,"['Chinese', 'Asian']"
12441225,Barcelona,$$ - $$$,45,"['Japanese', 'Soups']"
20857804,Barcelona,$$ - $$$,50,"['Chinese', 'Japanese']"
8462230,Barcelona,$$ - $$$,40,"['Chinese', 'Sushi']"
15211179,Barcelona,$,50,"['Italian', 'Pizza']"
809974,Barcelona,$$ - $$$,40,"['Mediterranean', 'Middle Eastern']"
10259947,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
20301355,Barcelona,,45,[]
9809738,Barcelona,$$$$,45,"['Italian', 'Seafood']"
5577371,Barcelona,$$ - $$$,35,['International']
12997396,Barcelona,$$ - $$$,45,"['Mediterranean', 'Spanish']"
4542231,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
23564029,Barcelona,,45,"['French', 'Mediterranean']"
13440903,Barcelona,$$ - $$$,45,"['French', 'International']"
986239,Barcelona,$$ - $$$,40,"['Seafood', 'Mediterranean']"
16756074,Barcelona,$$ - $$$,50,['European']
10326011,Barcelona,$,45,"['Coffee & Tea', 'Deli']"
1081768,Barcelona,$$ - $$$,35,"['Mediterranean', 'Catalan']"
5804154,Barcelona,$,25,['Spanish']
5865385,Barcelona,$,45,"['Mediterranean', 'Spanish']"
6224252,Barcelona,$,30,"['Mediterranean', 'Spanish']"
10462760,Barcelona,,30,"['Mediterranean', 'Spanish']"
12881118,Barcelona,$,45,"['Coffee & Tea', 'French']"
20111838,Barcelona,$$ - $$$,35,"['Mediterranean', 'Catalan']"
3941398,Barcelona,$,40,"['Coffee & Tea', 'Cafe']"
7277832,Barcelona,$,35,"['Bakeries', 'Cafe']"
1850248,Barcelona,$$ - $$$,40,"['Pizza', 'Mediterranean']"
8075980,Barcelona,$$ - $$$,50,"['Mediterranean', 'European']"
2369833,Barcelona,$,40,"['Spanish', 'Mediterranean']"
24843065,Barcelona,$,50,['Dessert']
17373437,Barcelona,,50,"['Italian', 'Brazilian']"
10463728,Barcelona,$$ - $$$,35,"['Mediterranean', 'European']"
16662265,Barcelona,$$ - $$$,35,"['Italian', 'Pizza']"
5796202,Barcelona,$,40,['Spanish']
18718581,Barcelona,$,40,"['Latin', 'Pizza']"
21306271,Barcelona,,50,"['Mediterranean', 'Spanish']"
17220809,Barcelona,,50,[]
8558090,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
12413457,Barcelona,$$ - $$$,45,"['Latin', 'Fast Food']"
15265134,Barcelona,$$ - $$$,35,"['Mediterranean', 'Pizza']"
23837596,Barcelona,,35,"['Catalan', 'Mexican']"
8854299,Barcelona,,50,"['Coffee & Tea', 'Cafe']"
952372,Barcelona,$$ - $$$,40,['Mexican']
6957659,Barcelona,$,45,"['Spanish', 'Mediterranean']"
8801500,Barcelona,$$ - $$$,45,"['Argentinean', 'Steakhouse']"
15666968,Barcelona,,40,"['Bar', 'Spanish']"
2647339,Barcelona,$,45,['Spanish']
13272915,Barcelona,$$ - $$$,50,"['Bars & Pubs', 'Mexican']"
25078774,Barcelona,$$ - $$$,50,[]
25427845,Barcelona,,45,['Mediterranean']
23954750,Barcelona,,50,['Italian']
2470800,Barcelona,$$ - $$$,45,"['American', 'Contemporary']"
25307068,Barcelona,,30,['Specialty Food Market']
23686127,Barcelona,,25,[]
12980226,Barcelona,$$ - $$$,50,"['American', 'Contemporary']"
10681659,Barcelona,$$$$,45,"['International', 'Mediterranean']"
15272764,Barcelona,,35,['Mediterranean']
24131024,Barcelona,,50,['Dessert']
7725573,Barcelona,$$ - $$$,40,"['American', 'Bar']"
15759527,Barcelona,$$ - $$$,50,"['Mediterranean', 'European']"
16923246,Barcelona,$$ - $$$,45,"['Indian', 'Pakistani']"
8773161,Barcelona,$$ - $$$,40,"['Cafe', 'European']"
10149292,Barcelona,,40,['Spanish']
12965944,Barcelona,$,50,"['Bar', 'Pub']"
8153432,Barcelona,$$ - $$$,45,"['Quick Bites', 'American']"
2490389,Barcelona,$$ - $$$,45,"['Quick Bites', 'American']"
986244,Barcelona,$$ - $$$,35,['Spanish']
23474561,Barcelona,,30,"['Italian', 'Pizza']"
10508435,Barcelona,$,35,"['Bar', 'Pub']"
24998204,Barcelona,,40,"['Bar', 'Spanish']"
24031225,Barcelona,,50,"['Dessert', 'Italian']"
15514287,Barcelona,$$ - $$$,45,['Italian']
10123381,Barcelona,$,45,"['Quick Bites', 'International']"
25180328,Barcelona,,45,"['American', 'European']"
25414016,Barcelona,$$ - $$$,50,"['Fusion', 'Middle Eastern']"
1079703,Barcelona,$,45,"['Bar', 'Mediterranean']"
6419399,Barcelona,$,35,"['Brazilian', 'South American']"
14919197,Barcelona,$$ - $$$,40,"['Seafood', 'Spanish']"
16846217,Barcelona,$$ - $$$,50,['Spanish']
11921252,Barcelona,,45,[]
11921254,Barcelona,$$ - $$$,40,"['Cafe', 'Mediterranean']"
23608119,Barcelona,,50,['Bakeries']
7621129,Barcelona,$$ - $$$,45,"['Dessert', 'Deli']"
12631976,Barcelona,$,15,[]
12134375,Barcelona,$$ - $$$,35,"['Bar', 'Spanish']"
10133841,Barcelona,$,50,"['Mediterranean', 'Spanish']"
17788783,Barcelona,$,45,"['Lebanese', 'Mediterranean']"
14017574,Barcelona,$,50,"['Mediterranean', 'Venezuelan']"
17398481,Barcelona,$$ - $$$,40,"['Mediterranean', 'European']"
23969104,Barcelona,,30,['Catalan']
7007034,Barcelona,$$ - $$$,40,['Bar']
10253173,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
23724183,Barcelona,,45,"['Spanish', 'British']"
782427,Barcelona,$$ - $$$,35,"['Mediterranean', 'European']"
14214203,Barcelona,$,45,"['Coffee & Tea', 'Spanish']"
2516874,Barcelona,$,45,"['Bakeries', 'European']"
8354001,Barcelona,$,45,"['Coffee & Tea', 'Cafe']"
15156695,Barcelona,$$ - $$$,45,"['Coffee & Tea', 'Cafe']"
24869231,Barcelona,,45,"['American', 'Spanish']"
17338511,Barcelona,,40,[]
4451173,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
4355271,Barcelona,$$ - $$$,45,"['Bar', 'Mediterranean']"
7366471,Barcelona,$$ - $$$,40,"['Mediterranean', 'European']"
25169033,Barcelona,,35,['Spanish']
10224697,Barcelona,$$ - $$$,35,"['Mexican', 'American']"
1072802,Barcelona,$$ - $$$,40,"['Asian', 'Thai']"
25421609,Barcelona,,50,['Vietnamese']
7383175,Barcelona,$$$$,45,['Bar']
6959209,Barcelona,$$ - $$$,40,"['Asian', 'Thai']"
1511568,Barcelona,$$ - $$$,40,['International']
10636463,Barcelona,$,45,"['Street Food', 'Asian']"
10450550,Barcelona,$$ - $$$,35,['Asian']
17751402,Barcelona,$,50,['Asian']
20309964,Barcelona,,40,[]
8657903,Barcelona,$$$$,40,"['Fusion', 'Mediterranean']"
19727264,Barcelona,,50,[]
12858112,Barcelona,$,40,[]
10750277,Barcelona,$,45,['Spanish']
17384454,Barcelona,$,30,['Spanish']
25171647,Barcelona,,30,"['Bar', 'Cafe']"
3806908,Barcelona,$,40,"['European', 'Spanish']"
17292106,Barcelona,$,45,"['Bar', 'Cafe']"
7757362,Barcelona,$$ - $$$,45,[]
10865537,Barcelona,$$ - $$$,30,"['Cafe', 'Spanish']"
4886212,Barcelona,,45,['Spanish']
8418560,Barcelona,$$ - $$$,35,"['Spanish', 'Bar']"
12833768,Barcelona,,30,"['Bar', 'Cafe']"
9996252,Barcelona,$,40,"['Bar', 'Spanish']"
11801031,Barcelona,$,45,['Spanish']
19387868,Barcelona,$$ - $$$,50,"['Mediterranean', 'Spanish']"
8111244,Barcelona,$,45,"['Mediterranean', 'Spanish']"
17394716,Barcelona,,30,['Spanish']
12578691,Barcelona,$$ - $$$,45,['Chinese']
12675386,Barcelona,,45,[]
4752361,Barcelona,$$ - $$$,40,['Spanish']
2296422,Barcelona,$$ - $$$,45,"['Italian', 'Mediterranean']"
4055827,Barcelona,$,40,"['Bar', 'Cafe']"
23443991,Barcelona,$$ - $$$,45,['Indian']
19324290,Barcelona,$,45,"['Bar', 'European']"
4049246,Barcelona,$,35,"['Bar', 'Spanish']"
3655482,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
12746306,Barcelona,,50,['Spanish']
9867970,Barcelona,,50,"['Bar', 'Mediterranean']"
997546,Barcelona,$$ - $$$,40,"['Catalan', 'Dining bars']"
6765778,Barcelona,$$ - $$$,35,"['Spanish', 'Mediterranean']"
1058669,Barcelona,$,40,"['Bar', 'Mediterranean']"
8290986,Barcelona,$,45,"['Spanish', 'Wine Bar']"
4206996,Barcelona,$$ - $$$,45,"['Bar', 'Mediterranean']"
10836035,Barcelona,,30,['Spanish']
2093013,Barcelona,$$ - $$$,40,"['Contemporary', 'Catalan']"
7856099,Barcelona,$,40,"['Spanish', 'Bar']"
12741717,Barcelona,$$ - $$$,45,"['European', 'Spanish']"
12194623,Barcelona,$$ - $$$,40,['Spanish']
6404526,Barcelona,$,40,"['Mediterranean', 'Spanish']"
5001892,Barcelona,$$ - $$$,40,"['Mediterranean', 'Spanish']"
8057545,Barcelona,$$ - $$$,40,"['Spanish', 'Mediterranean']"
24131994,Barcelona,,40,"['Mediterranean', 'Healthy']"
6991639,Barcelona,$,40,"['Bar', 'Spanish']"
11769468,Barcelona,$$ - $$$,40,['Spanish']
9704867,Barcelona,$,35,['Spanish']
12797650,Barcelona,$$ - $$$,45,['Mediterranean']
12449571,Barcelona,$,40,"['Seafood', 'Mediterranean']"
2547242,Barcelona,$$ - $$$,40,"['Mexican', 'Bar']"
13315066,Barcelona,,45,[]
1905775,Barcelona,$$ - $$$,45,"['Mediterranean', 'European']"
10365763,Barcelona,$$ - $$$,35,"['Mediterranean', 'Spanish']"
10724032,Barcelona,,40,[]
10878576,Barcelona,$,40,['Spanish']
4728824,Barcelona,$,45,"['European', 'Spanish']"
4176289,Barcelona,$$ - $$$,35,"['European', 'Spanish']"
23604837,Barcelona,$$ - $$$,50,"['Spanish', 'South American']"
3514966,Barcelona,$,45,"['Spanish', 'Mediterranean']"
693801,Barcelona,$$ - $$$,40,"['Bar', 'Mediterranean']"
21255774,Barcelona,$$ - $$$,40,"['French', 'International']"
7708330,Barcelona,$,40,"['Bar', 'Seafood']"
2374383,Barcelona,$$ - $$$,40,"['Seafood', 'Mediterranean']"
6778563,Barcelona,$$ - $$$,45,"['Brew Pub', 'Barbecue']"
697490,Barcelona,$,40,"['Mediterranean', 'Spanish']"
12595782,Barcelona,,15,"['Spanish', 'Middle Eastern']"
12438465,Barcelona,$,45,[]
15214454,Barcelona,$,50,['Mediterranean']
4757095,Barcelona,,45,"['Bar', 'Pub']"
12436717,Barcelona,,30,[]
12420257,Barcelona,$$ - $$$,35,['Spanish']
11958460,Barcelona,,30,[]
19060053,Barcelona,$,50,"['Mediterranean', 'Spanish']"
6525598,Barcelona,,50,['Spanish']
17443783,Barcelona,,45,[]
17513211,Barcelona,$$ - $$$,40,"['Spanish', 'Mediterranean']"
4507211,Barcelona,$,40,"['Cafe', 'Bar']"
3775726,Barcelona,$$ - $$$,40,"['Cafe', 'Spanish']"
2467666,Barcelona,$,40,"['Bar', 'Cafe']"
1911643,Barcelona,$$ - $$$,40,"['Bar', 'Mediterranean']"
13163208,Barcelona,,50,"['Italian', 'Mexican']"
24978370,Barcelona,,30,"['Quick Bites', 'Spanish']"
9857166,Barcelona,$,40,"['Spanish', 'Bar']"
8500662,Barcelona,$$ - $$$,45,['Spanish']
7309185,Barcelona,,40,['Spanish']
6871119,Barcelona,,35,['Spanish']
11913689,Barcelona,,15,[]
24127941,Barcelona,,50,"['Mediterranean', 'Italian']"
24131732,Barcelona,,50,['Mediterranean']
7020872,Barcelona,$,45,['Spanish']
12209906,Barcelona,$$ - $$$,35,['Spanish']
14993424,Barcelona,$,45,"['Bar', 'Fusion']"
4350816,Barcelona,$,35,"['Spanish', 'Mediterranean']"
2362776,Barcelona,,35,['Spanish']
